"Column1","Тип квартиры","м^2","Этаж","Этажей в доме","Адресс","Станция метро","Окна во двор","Окна на улицу","Окна на солнечную сторону","Новостройка","Цена квартиры","Цена за м^2"
"2820","Квартира-студия","21,1 м²","3","14 эт.","мкр-н Новые Ватутинки Центральный, кв-л 9/1.2","рн Десёновское","1","0","0","1","5300000","251 185 ₽ за м²"
"2821","Квартира-студия","25,4 м²","33","33 эт.","ш. Перовское, уч. 2","Нижегородская","1","0","0","1","7140376","281 117 ₽ за м²"
"2822","2-к. квартира","32,8 м²","7","18 эт.","ул. Саларьевская, жилые дома","Саларьево","1","0","0","1","8310470","253 368 ₽ за м²"
"2823","1-к. квартира","36 м²","21","33 эт.","Сигнальный проезд, вл. 16","Владыкино","1","0","0","1","9320832","258 912 ₽ за м²"
"2824","2-к. квартира","44,5 м²","26","33 эт.","ул. Большая Очаковская, вл. 2","Аминьевская","1","0","0","1","13866200","311 600 ₽ за м²"
"2825","Квартира-студия","23,6 м²","8","24 эт.","ул. Римского-Корсакова, жилой дом","Отрадное","1","0","0","1","6493068","275 130 ₽ за м²"
"2826","3-к. квартира","87,7 м²","14","32 эт.","ул. Барклая, ЖК «Барклая 6»","Багратионовская","1","0","0","1","24255715","276 576 ₽ за м²"
"2827","3-к. квартира","85,3 м²","23","24 эт.","улица Римского-Корсакова, Жилой комплекс «Римского-Корсакова 11»","Бибирево","1","0","0","1","19146438","224 460 ₽ за м²"
"2828","2-к. квартира","48,7 м²","20","33 эт.","ш. Алтуфьевское, стр. 2.1","Бибирево","1","0","0","1","10523583","216 090 ₽ за м²"
"2829","2-к. квартира","56,3 м²","14","20 эт.","Ижорская ул., вл. 6","Ховрино","1","0","0","1","13230950","235 008 ₽ за м²"
"2830","1-к. квартира","32,7 м²","2","17 эт.","ш. Открытое, вл. 18/1","Бульвар Рокоссовского","1","0","0","1","8805456","269 280 ₽ за м²"
"2831","1-к. квартира","37,6 м²","33","33 эт.","ул. Большая Очаковская, вл. 2","Аминьевская","1","0","0","1","12073360","321 100 ₽ за м²"
"2832","3-к. квартира","75,5 м²","14","33 эт.","ул. Озёрная, ЖК «Мичуринский парк»","Озёрная","1","0","0","1","18776850","248 700 ₽ за м²"
"2833","1-к. квартира","32,2 м²","37","38 эт.","1-й Дубровский проезд, вл. 78/14","Волгоградский проспект","1","0","0","1","10653457","330 853 ₽ за м²"
"2834","1-к. квартира","35,3 м²","4","32 эт.","ул. Барклая, ЖК «Барклая 6»","Багратионовская","1","0","0","1","13507756","382 656 ₽ за м²"
"2835","2-к. квартира","51,2 м²","30","33 эт.","Сигнальный проезд, вл. 16","Владыкино","1","0","0","1","12695961","247 968 ₽ за м²"
"2836","3-к. квартира","78 м²","26","26 эт.","ш. Перовское, уч. 2","Нижегородская","1","0","0","1","15900433","203 852 ₽ за м²"
"2837","Квартира-студия","21,9 м²","2","14 эт.","пос. Филимонковское, дер. Середнево, кв-л 25, ЖК «Середневский лес»","рн Филимонковское","1","0","0","1","4489806","205 014 ₽ за м²"
"2838","2-к. квартира","36,2 м²","31","33 эт.","пр-д Стройкомбината, ЖК «Новое Очаково»","Озёрная","1","0","0","1","9088878","251 074 ₽ за м²"
"2839","3-к. квартира","85,9 м²","7","32 эт.","ул. Барклая, ЖК «Барклая 6»","Багратионовская","1","0","0","1","24491808","285 120 ₽ за м²"
"2840","2-к. квартира","58,3 м²","19","32 эт.","ул. Барклая, ЖК «Барклая 6»","Багратионовская","1","0","0","1","18491827","317 184 ₽ за м²"
"2841","2-к. квартира","32,3 м²","10","33 эт.","ул. Кольская, д. 8, корп. 2","Свиблово","1","0","0","1","9904536","306 642 ₽ за м²"
"2842","1-к. квартира","34 м²","3","32 эт.","жилой комплекс Митинский Лес, жилые дома","Пятницкое шоссе","1","0","0","1","7191272","211 508 ₽ за м²"
"2843","2-к. квартира","34,3 м²","4","33 эт.","ул. Большая Очаковская, вл. 2","Аминьевская","1","0","0","1","10921120","318 400 ₽ за м²"
"2844","Квартира-студия","19,9 м²","17","33 эт.","2-й Нагатинский пр-д , ЖК «Второй Нагатинский»","Коломенская","1","0","0","1","6323583","317 768 ₽ за м²"
"2845","1-к. квартира","37,9 м²","10","32 эт.","ул. Барклая, ЖК «Барклая 6»","Багратионовская","1","0","0","1","13480272","355 680 ₽ за м²"
"2846","1-к. квартира","34,2 м²","2","33 эт.","ш. Открытое, вл. 18/1","Бульвар Рокоссовского","1","0","0","1","8956569","261 888 ₽ за м²"
"2847","Квартира-студия","25,7 м²","28","33 эт.","Ижорская ул., вл. 6","Ховрино","1","0","0","1","6782332","263 904 ₽ за м²"
"2848","Квартира-студия","20,1 м²","11","33 эт.","ш. Алтуфьевское, стр. 2.1","Бибирево","1","0","0","1","5524686","274 860 ₽ за м²"
"2849","2-к. квартира","64,6 м²","30","55 эт.","ул. 4-я Марьиной Рощи, вл. 12/1","Марьина Роща","1","0","0","1","23000000","356 037 ₽ за м²"
"2850","1-к. квартира","35,7 м²","13","25 эт.","рп. Дрожжино, территория Бутово Парк 2, корп. 26","Улица Скобелевская","1","0","0","1","6419145","179 808 ₽ за м²"
"2851","1-к. квартира","34,1 м²","12","25 эт.","ул. Люблинская, жилые дома","Братиславская","1","0","0","1","7504182","220 064 ₽ за м²"
"2852","2-к. апартаменты","52,1 м²","17","21 эт.","улица Сокольнический Вал, 1к2","Рижская","1","0","0","1","12599343","241 830 ₽ за м²"
"2853","2-к. квартира","60,7 м²","12","32 эт.","ул. Барклая, ЖК «Барклая 6»","Багратионовская","1","0","0","1","19334649","318 528 ₽ за м²"
"2854","3-к. квартира","78,7 м²","2","19 эт.","жилой комплекс Митинский Лес, жилые дома","Пятницкое шоссе","1","0","0","1","12656219","160 816 ₽ за м²"
"2855","Квартира-студия","25,5 м²","13","33 эт.","2-й Нагатинский пр-д , ЖК «Второй Нагатинский»","Коломенская","1","0","0","1","7324212","287 224 ₽ за м²"
"2856","2-к. квартира","36 м²","7","24 эт.","ул. Римского-Корсакова, жилой дом","Отрадное","1","0","0","1","8540640","237 240 ₽ за м²"
"2857","Квартира-студия","20,1 м²","31","33 эт.","1-й Дубровский проезд, вл. 78/14","Волгоградский проспект","1","0","0","1","7552569","375 750 ₽ за м²"
"2858","3-к. квартира","63 м²","9","17 эт.","жилой комплекс Волжский Парк, корп. 1","Текстильщики","1","0","0","1","13531245","214 782 ₽ за м²"
"2859","2-к. квартира","63,9 м²","13","14 эт.","ул. Саларьевская, жилые дома","Саларьево","1","0","0","1","12327843","192 924 ₽ за м²"
"2860","3-к. квартира","79,9 м²","13","33 эт.","пр-д Стройкомбината, ЖК «Новое Очаково»","Озёрная","1","0","0","1","17649910","220 900 ₽ за м²"
"2861","Квартира-студия","27,2 м²","8","33 эт.","Сигнальный проезд, вл. 16","Владыкино","1","0","0","1","7413196","272 544 ₽ за м²"
"2862","1-к. квартира","32,2 м²","26","33 эт.","Кавказский б-р, корп. 1.5-1.6","Кантемировская","1","0","0","1","8002601","248 528 ₽ за м²"
"2863","3-к. квартира","72,6 м²","16","33 эт.","б-р Кронштадтский, д. 14","Водный стадион","1","0","0","1","19389427","267 072 ₽ за м²"
"2864","3-к. квартира","87,3 м²","12","17 эт.","ш. Варшавское, ЖК «Никольские луга»","Улица Скобелевская","1","0","0","1","12186207","139 590 ₽ за м²"
"2865","3-к. квартира","99,6 м²","8","30 эт.","ул. Петра Алексеева, вл. 12, корп. 6","Давыдково","1","0","0","1","29000000","291 165 ₽ за м²"
"2866","2-к. квартира","48,7 м²","2","24 эт.","улица Римского-Корсакова, Жилой комплекс «Римского-Корсакова 11»","Бибирево","1","0","0","1","11286225","231 750 ₽ за м²"
"2867","2-к. квартира","50,8 м²","15","25 эт.","ул. Люблинская, жилые дома","Братиславская","1","0","0","1","10585704","208 380 ₽ за м²"
"2868","Квартира-студия","26,4 м²","3","32 эт.","Кронштадтский бульвар, корп. 1/3","Водный стадион","1","0","0","1","8998281","340 844 ₽ за м²"
"2869","1-к. квартира","37,5 м²","24","33 эт.","ул. Большая Очаковская, вл. 2","Аминьевская","1","0","0","1","12078750","322 100 ₽ за м²"
"2870","Квартира-студия","25,5 м²","18","33 эт.","2-й Нагатинский пр-д , ЖК «Второй Нагатинский»","Коломенская","1","0","0","1","7249140","284 280 ₽ за м²"
"2871","Апартаменты-студия","25,3 м²","10","21 эт.","улица Сокольнический Вал, 1к2","Рижская","1","0","0","1","6988113","276 210 ₽ за м²"
"2872","Квартира-студия","20 м²","20","33 эт.","ш. Алтуфьевское, стр. 2.1","Бибирево","1","0","0","1","5495400","274 770 ₽ за м²"
"2873","2-к. квартира","48,7 м²","3","24 эт.","ш. Волоколамское, д. 73, корп. 13","Спартак","1","0","0","1","15549130","319 284 ₽ за м²"
"2874","1-к. квартира","37,7 м²","8","33 эт.","пр-д Стройкомбината, ЖК «Новое Очаково»","Озёрная","1","0","0","1","9143004","242 520 ₽ за м²"
"2875","Квартира-студия","21,9 м²","11","33 эт.","ул. Большая Очаковская, вл. 2","Аминьевская","1","0","0","1","7505130","342 700 ₽ за м²"
"2876","Квартира-студия","19,9 м²","4","33 эт.","Кавказский б-р, корп. 1.5-1.6","Кантемировская","1","0","0","1","5710185","286 944 ₽ за м²"
"2877","1-к. квартира","39,2 м²","20","32 эт.","ул. Барклая, ЖК «Барклая 6»","Багратионовская","1","0","0","1","13728153","350 208 ₽ за м²"
"2878","2-к. квартира","36 м²","19","24 эт.","ул. Римского-Корсакова, жилой дом","Отрадное","1","0","0","1","8686440","241 290 ₽ за м²"
"2879","Квартира-студия","19,9 м²","32","33 эт.","2-й Нагатинский пр-д , ЖК «Второй Нагатинский»","Коломенская","1","0","0","1","6592710","331 292 ₽ за м²"
"2880","3-к. квартира","79,8 м²","14","25 эт.","ул. Шеногина, вл. 2","Шелепиха","1","0","0","1","32990000","413 409 ₽ за м²"
"2881","3-к. квартира","77,7 м²","10","33 эт.","ш. Перовское, уч. 2","Нижегородская","1","0","0","1","16586069","213 463 ₽ за м²"
"2882","2-к. квартира","62,9 м²","2","33 эт.","ул. Большая Очаковская, вл. 2","Аминьевская","1","0","0","1","15863380","252 200 ₽ за м²"
"2883","2-к. квартира","52,9 м²","3","22 эт.","2-й Нагатинский пр-д , ЖК «Второй Нагатинский»","Коломенская","1","0","0","1","13232829","250 148 ₽ за м²"
